k_h
"{'cia agent': 2, 'kandahar afghanistan': 2, 'stranded': 1, 'translator': 0, 'leaked information': 0, 'classified information': 0, 'military intelligence': 0, 'undercover': 0, 'escape': 0, 'special forces': 0, 'covert operation': 0, 'cia central intelligence agency': 0, 'iran': 0, 'langley virginia': 0, 'computer virus': 0, 'reporter': 0, 'hacking': 0, 'explosion': 0, 'helicopter': 0, 'journalist': 0, 'blown cover': 0, 'dubai': 0, 'dubai international airport': 0, '2020s': 0, 'bomb': 0, 'flat tire': 0, 'grenade': 0, 'motorcycle': 0, 'torture': 0, 'rpg': 0, 'rescue': 0, 'pistol': 0, 'disguise': 0, 'mortar': 0, 'blood': 0, 'flashback': 0, 'shot in the neck': 0, 'betrayal': 0, 'reference to mi6': 0, 'kidnapping': 0, 'isi': 0, 'ak 47': 0, 'pakistani': 0, 'muslim': 0, 'taliban': 0, 'chase': 0, 'shot in the head': 0, 'subtitled scene': 0, 'location as title': 0, 'one word title': 0}"
"{'new york city': 4, 'stabbed in the eye': 4, 'telephone terror': 4, 'overprotective sister': 4, 'characters killed one by one': 3, 'characters murdered one by one': 3, 'knife': 3, 'serial killer': 3, 'sister sister relationship': 3, 'father daughter relationship': 3, 'family relationships': 3, 'mentally ill protagonist': 3, 'disguised voice': 3, 'riding a subway': 3, 'roommate roommate relationship': 3, 'hearing sex': 3, 'sister protects sister': 3, 'frat party': 3, 'shrine': 3, 'abandoned movie theater': 3, 'dead body in a refrigerator': 3, 'ladder': 3, 'crowded subway car': 3, 'killed with a television set': 3, 'slasher': 2, 'slasher film': 2, 'slasher killer': 2, 'mystery killer': 2, 'sequel': 2, 'gale weathers character': 2, 'sixth part': 2, 'killer': 2, 'ghostface character': 2, 'slasher horror': 2, 'horror icon': 2, 'stabbed to death': 2, 'afro-american': 2, 'subway': 2, 'halloween costume': 2, 'ghostface': 2, 'whodunit': 2, 'severed limb': 2, 'fbi': 2, 'serial murder': 2, 'alleyway': 2, 'convenience store': 2, 'multiple stabbings': 2, 'stabbed': 2, 'apartment': 2, 'meta': 2}"
"{'technology': 0, 'company': 0, 'money': 0, 'fight': 0, 'society': 0, 'cyber thriller': 0, 'dystopian sci fi': 0, 'future': 0, 'futuristic': 0, 'dystopia': 0, 'sex scene': 0, 'woman on top': 0, 'cunnilingus': 0, 'female top less': 0, 'small breast': 0, 'terrorism': 0, 'female topless nudity': 0, 'bare chested male': 0, 'underground': 0, 'killing': 0, 'pregnant woman': 0, 'kidnapping': 0, 'shifting sand': 0, 'border control': 0, 'husband wife relationship': 0, 'mother daughter relationship': 0, 'female nudity': 0, 'female rear nudity': 0, 'lifespan transaction': 0, 'lifespan trade': 0}"
"{'female protagonist': 5, 'asian american': 2, 'vagina': 2, 'female frontal nudity': 6, 'female full frontal nudity': 4, 'mother': 1, 'travel': 1, 'journey': 1, 'friend': 1, 'friendship': 1, 'childhood': 1, 'trip': 1, 'adoption': 1, 'female friendship': 1, 'female bonding': 1, 'reference to k pop': 1, 'interracial adoption': 1, 'road comedy': 1, 'drug dealing': 1, 'drug dealer': 1, 'racist slur': 1, 'bully': 1, 'bullying': 1, 'bully comeuppance': 1, 'girl punches a boy': 1, 'american abroad': 1, 'child swearing': 1, 'female nudity': 3, 'graphic female genitalia': 2, 'profanity': 0, 'subtitled scene': 0, 'p word': 0, 'shaved vagina': 0, 'life': 0, 'f word': 0, 'two word title': 0}"
"{'sequel': 0, 'based on comic book': 0, 'second part': 0, 'assassin': 0, 'rescue': 0, 'escape': 0, 'survival': 0, 'violence': 0, 'hero': 0, 'combat': 0, 'exploration': 0, 'blood': 0, 'mercenary': 0, 'based on graphic novel': 0, 'number 2 in title': 0, 'operator': 0, 'army': 0, 'oni press': 0, 'based on comic': 0, 'revenge': 0, 'epic action': 0, 'team action': 0, 'train': 0, 'helicopter': 0, 'prison': 0, 'gunship': 0, 'returning character killed off': 0, 'shot in the head': 0, 'gunshot wound': 0, 'stabbed with a shiv': 0, 'shot in the hand': 0, 'brother sister relationship': 0, 'death of brother': 0, 'bulletproof vest': 0, 'explosive vest': 0, 'grenade': 0, 'explosion': 0, 'riot shield': 0, 'prison riot': 0, 'prison guard': 0, 'ex husband ex wife relationship': 0, 'flashback': 0, 'brother brother relationship': 0, 'train derailment': 0, 'stabbed with a pitchfork': 0, 'murder': 0, 'hospital': 0, 'fight': 0, 'gunfight': 0, 'vienna austria': 0}"
"{'undercover': 0, 'woman in a red dress': 0, 'red lips': 0, 'spy': 0, 'terrorist': 0, 'terrorism': 0, 'terrorist plot': 0, 'profanity': 0, 'vulgarity': 0, 'double entendre': 0, 'sexual innuendo': 0, 'wisecrack humor': 0, 'reference to saddam hussein': 0, 'reference to pablo escobar': 0, 'reference to mahatma gandhi': 0, 'reference to lance armstrong': 0, 'reference to elton john': 0, 'reference to benjamin bunny': 0, 'no opening credits': 0, 'no title at beginning': 0, 'title at the end': 0, 'scene during end credits': 0, 'surprise during end credits': 0, 'showdown': 0, 'written by director': 0, 'london england': 0, 'cannes france': 0, 'madrid spain': 0, 'morocco': 0, 'los angeles california': 0, 'turkey': 0, 'doha qatar': 0, 'reference to disneyland': 0, 'artificial intelligence': 0, 'experimental technology': 0, 'gold': 0, 'billionaire': 0, 'arms dealer': 0, 'british intelligence': 0, 'foot chase': 0, 'secret agent': 0, 'undercover agent': 0, 'female spy': 0, 'female agent': 0, 'spy mission': 0, 'mission': 0, 'espionage': 0, 'pistol': 0, 'silencer': 0, 'machine gun': 0}"
"{'fashion designer': 5, '1960s': 4, 'soho london': 3, 'seeing the past': 3, 'female serial killer': 3, 'grandmother granddaughter relationship': 3, 'seeing dead people': 3, 'nightmare sequence': 3, 'female singer': 2, 'clairvoyance': 2, 'prostitute': 2, 'broken dream': 2, 'north london england': 2, 'murder mystery': 2, 'fashion student': 2, 'london england': 2, 'ghost': 1, 'house on fire': 1, 'clairvoyant': 1, 'psychic': 1, 'fashion design': 1, 'different face in mirror': 1, 'mother daughter relationship': 1, 'pink dress': 1, 'designing a dress': 1, 'blond hair': 1, 'annoying roommate': 1, 'suicide': 1, 'waking up from a nightmare': 1, 'bolt upright after nightmare': 1, 'dream sequence': 1, ""cutting one's own throat"": 1, 'prostitute murders client': 1, 'british giallo': 1, 'nightclub': 1, 'pimp': 1, 'piccadilly circus london': 1, 'dancer': 1, 'dark past': 1, 'haunted by the past': 1, 'paranoia': 1, 'aspiring fashion designer': 1, 'serial murderess': 1, 'murder by stabbing': 1, 'landlady tenant relationship': 1, 'london college of fashion': 1, 'year 1967': 1, 'female murderer': 1, 'south london england': 1, 'waking nightmare': 1}"
"{'multiverse': 8, 'teenage superhero': 8, 'wisecrack humor': 3, 'posthumous cameo': 3, 'miles morales character': 3, 'spider ham character': 3, 'superhero': 5, 'african american': 2, 'father son relationship': 2, 'interdimensional travel': 2, 'parallel world': 2, 'stan lee cameo': 2, 'spider bite': 2, 'pig': 2, 'superheroine': 2, 'unlikely hero': 2, 'reference to looney tunes': 2, 'cartoon pig': 2, 'anthropomorphic animal': 2, 'cartoon violence': 2, 'talking pig': 2, 'superhero action': 2, 'air jordan sneakers': 2, 'crying in the shower': 2, 'urban adventure': 2, 'biracial': 2, 'based on comic book': 2, 'character name in title': 2, 'black superhero': 4, 'spider man character': 2, 'superhero sci fi': 2, 'based on comic': 2, 'marvel comics': 2, 'superhero fight': 1, 'secret identity': 1, 'origin of hero': 1, 'graffiti': 1, 'supervillain': 1, 'teenager': 1, 'mad scientist': 1, 'cemetery': 1, 'good versus evil': 1, 'scene after end credits': 1, 'no title at beginning': 1, 'cgi animation': 1, 'peter parker character': 1, 'gwen stacy character': 1, 'spider man noir character': 1, 'prowler the marvel comics character': 1, 'mary jane watson character': 1}"
"{'one man army': 5, 'gun violence': 2, 'world war two': 3, '1940s': 2, 'nazi': 2, 'gun': 1, 'handgun': 1, 'rifle': 1, 'woman with a gun': 1, 'world war': 1, 'gold': 1, 'lapland war': 1, 'weapon': 1, 'blood': 1, 'violence': 1, 'tank': 1, 'fight': 1, '20th century': 1, 'final battle': 1, 'brutality': 1, 'extreme violence': 1, 'airplane crash': 1, 'surviving a plane crash': 1, 'plane crash survivor': 1, 'chapter headings': 1, 'begins with text': 1, 'hanging': 1, 'dog': 1, 'underwater scene': 1, 'boat': 1, 'brutal violence': 1, 'unkillable': 1, 'survived hanging': 1, 'killing': 1, 'finding gold': 1, 'landmine': 1, 'minefield': 1, 'death of a horse': 1, 'bank': 1, 'bloody violence': 0, 'grindhouse film': 0, 'gold nugget': 0, 'one word title': 0, 'northern hemisphere': 0, 'one against many': 0, 'finland': 0, 'german soldiers': 0, 'male nudity': 0, 'male rear nudity': 0, 'soldier': 0}"
"{'missing daughter': 2, 'detective': 0, 'hitchcockian thriller': 0, 'conspiracy thriller': 0, 'father daughter relationship': 0, 'search for missing daughter': 0, 'police detective': 0, 'hitchcockian': 0, 'neo noir': 0, 'psychotronic film': 0, 'therapist': 0, 'abduction': 0, 'divorce': 0, 'anonymous tip': 0, 'safe deposit box': 0, 'stakeout': 0, 'disappearance': 0, 'bank heist': 0, 'protective custody': 0, 'hypnotic stare': 0, 'secretive organization': 0, 'mind control': 0, 'immune': 0, 'police station': 0, 'self defense': 0, 'memory triggers': 0, 'hypnotic possession': 0, 'hacker': 0, 'database': 0, 'foster parents': 0, 'austin texas': 0, 'bank robbery': 0, 'therapy session': 0, 'flashback': 0, 'missing child': 0, 'grieving father': 0, 'tv news': 0, 'car crash': 0, 'child abduction': 0, 'hypnosis': 0, 'surveillance van': 0, 'traffic accident': 0, 'bank vault': 0, 'safety deposit box': 0, 'hypnotized': 0, 'shot to bullet proof vest': 0, 'armored truck': 0, 'explosion': 0, 'foot chase': 0, 'secret government program': 0}"
"{'spider man character': 5, 'superhero': 4, 'marvel cinematic universe': 4, 'multiverse': 4, 'green goblin character': 4, 'based on comic': 3, 'peter parker character': 3, 'villain': 3, 'doctor strange character': 3, 'new york city': 3, 'sequel': 2, 'hero': 2, 'teenager': 2, 'j. jonah jameson character': 2, 'mirror dimension': 2, 'spiderweb': 2, 'character name in title': 2, 'actor reprises previous role': 2, 'reference to gwen stacy': 2, 'marvel comics': 1, 'third part': 1, 'based on comic book': 1, 'marvel': 1, 'marvel entertainment': 1, 'doctor octopus character': 1, 'costumed hero': 1, 'teenage boy': 1, 'teenage girl': 1, 'love interest': 1, 'electro character': 1, '2020s': 1, 'identity revealed': 1, 'train': 1, 'framed for murder': 1, 'sorcerer': 1, 'spell gone awry': 1, 'dr. curt connors character': 1, 'multiple villains': 1, 'falling from height': 1, 'sandman the marvel comics character': 1, 'rogues gallery': 1, 'electricity': 1, 'matt murdock character': 1, 'eddie brock character': 1, 'reference to miles morales': 1, 'aunt may character': 1, 'meeting alternate reality self': 1, 'alternate dimension': 1, 'wizard': 1, 'sanctum sanctorum': 1}"
"{'future noir': 20, 'environmental damage': 14, 'memory implant': 11, 'detective': 10, 'police detective': 10, 'replicant': 14, 'sequel': 17, 'investigation': 8, 'flying car': 12, 'cyberpunk': 21, 'existentialism': 6, 'neo noir': 6, 'blade runner': 9, 'sequel to cult favorite': 11, 'police officer': 5, 'implanted memory': 5, 'violence': 8, 'capitalist': 4, 'genetic engineering': 6, 'slave labor': 6, 'near future': 3, 'fugitive': 3, 'lapd': 5, 'reference to elvis presley': 5, 'child slavery': 5, '2040s': 5, 'dark future': 6, 'toy horse': 4, 'father daughter reunion': 4, 'capitalism': 4, 'las vegas nevada': 5, 'product placement': 5, 'tech noir': 5, 'year in title': 9, 'gunfight': 2, 'punched in the face': 2, 'beating': 2, 'death': 2, 'mercilessness': 2, 'kidnapping': 2, 'altered version of studio logo': 2, 'clone': 2, 'police captain': 2, 'california': 2, 'film starts with text': 2, 'ceo': 2, 'woman fights a man': 2, 'strangulation': 2, 'threatened with a knife': 2, 'stabbed in the chest': 2}"
"{'mental illness': 11, 'evil clown': 12, 'stand up comedian': 6, 'nihilism': 6, 'clown': 6, 'comedian': 6, 'loneliness': 6, 'joker character': 6, 'laughter': 6, 'based on comic': 6, 'watching tv': 5, 'uncontrollable laughter': 5, 'green hair': 5, 'evil': 5, 'dysfunctional society': 5, 'tv show': 5, 'dc comics': 10, 'supervillain': 7, 'cynicism': 4, 'clown makeup': 4, 'loner': 4, 'anarchy': 4, 'sociopath': 4, 'gun': 4, 'vandalism': 4, 'out of control': 4, 'loss of control': 4, 'antisocial behavior': 4, 'rage': 4, 'urban violence': 4, 'breakdown': 4, 'origin of villain': 4, 'tv news': 4, '1980s': 6, 'one word title': 7, 'insane asylum': 3, 'revolver': 3, 'protest': 3, 'riot': 3, 'police': 3, 'murder investigation': 3, 'cigarette smoking': 3, 'single mother': 3, 'finger gun': 3, 'anger': 3, 'deeply disturbed person': 3, 'smile': 3, 'subway': 3, 'subway train': 3, 'social commentary': 3}"
"{'vacation': 3, 'island resort': 3, 'seduction': 3, ""man sucks on a woman's nipple"": 5, 'female full frontal nudity': 8, 'female nudity': 6, 'male full frontal nudity': 6, 'island': 2, 'accident': 2, 'fictional country': 2, 'eye for an eye': 2, 'hit by a car': 2, 'surrogate': 2, 'revenge': 2, 'author': 2, ""writer's block"": 2, 'ordered to kill': 2, 'creepy mask': 2, 'scary mask': 2, 'fictional island': 3, 'hedonism': 3, 'aphrodisiac': 3, 'mask': 3, 'home invasion': 3, 'sex scene': 3, 'public execution': 3, 'female rear nudity': 4, 'vacation gone wrong': 3, 'female star appears nude': 3, 'renting a car': 2, 'beach resort': 1, ""fighting one's doppelganger"": 1, ""killing one's doppelganger"": 1, 'body double': 1, 'execution': 1, 'boy kills a man': 1, 'hallucination': 1, 'widow': 1, 'group sex': 1, 'vacation resort': 1, 'luxury resort': 1, 'resort employee': 1, 'resort manager': 1, 'killed by a car': 1, 'writer': 1, 'resort hotel': 1, 'watching an execution': 1, 'wearing a mask': 1, 'culture shock': 1, 'adultery': 1}"
"{'vampire': 1, 'police officer': 1, 'no opening credits': 1, 'support group': 1, 'inmate': 0, 'gothic': 0, 'character name as title': 0, 'renfield character': 0, 'love': 0, 'ghost': 0, 'haunting': 0, 'policewoman': 0, 'female cop': 0, 'southern gothic': 0, 'new orleans louisiana': 0, 'psychotronic film': 0, 'supernatural fantasy': 0, 'dracula character': 0, 'one word title': 0, 'supernatural power': 0, 'evil': 0, 'villain': 0, 'evil man': 0, 'super villain': 0, 'good versus evil': 0, ""character's point of view camera shot"": 0, 'f word': 0, 'no title at beginning': 0, 'title at the end': 0, 'dutch angle': 0, 'freeze frame': 0, 'montage': 0, 'split screen': 0, 'black and white scene': 0, 'flashback': 0, 'reverse footage': 0, 'profanity': 0, 'transformation': 0, 'living dead': 0, 'undead': 0, 'psychic link': 0, 'close up of eyes': 0, 'glowing eyes': 0, 'fly': 0, 'swarm of bats': 0, 'bat': 0, 'levitation': 0, 'shapeshifting': 0, 'shapeshifter': 0, 'surrealism': 0}"
"{'puss in boots character': 4, 'sequel': 3, 'cat': 3, 'wolf': 3, 'sequel to spin off': 2, 'talking cat': 2, 'boots': 2, 'anthropomorphic cat': 2, 'anthropomorphic animal': 2, 'shrek franchise': 2, 'shared universe': 1, 'second part': 1, 'slimehouse': 1, 'computer animation': 1, 'talking animal': 1, 'tabby cat': 1, 'animal that acts human': 1, 'cartoon cat': 1, 'cg animation': 1, 'epic fantasy': 1, 'animals family': 1, '3d': 1, '3 dimensional': 1, 'dreamworks animation': 1, 'mexican': 1, 'spanish': 1, 'bear': 1, 'goldilocks character': 1, 'pinocchio character': 1, 'gingerbread man character': 1, 'reference to little jack horner': 1, 'the cricket character': 1, 'death character': 1, 'bridge made of people': 1, 'giant': 1, 'mama bear': 1, 'papa bear': 1, 'baby bear': 1, 'little jack horner character': 1, 'five aces': 1, 'six word title': 1, 'anthropomorphic animal as protagonist': 1, 'anthropomorphic wolf': 1, 'magical bag': 1, 'magic': 1, 'wish fulfillment': 1, 'grim reaper': 1, 'cgi animation': 1, 'character name in title': 1, 'reference to mother goose': 1}"
"{'showdown': 3, 'bounty hunter': 3, 'good versus evil': 3, 'die hard scenario': 3, 'remake': 3, 'industrialist': 2, 'gunfighter': 2, 'church': 1, 'army': 1, 'mercenary': 1, 'gambler': 1, 'small town': 1, 'outlaw': 1, 'evil man': 1, 'on the run': 1, 'christ allegory': 1, 'honor': 1, 'poetic justice': 1, 'righteous rage': 1, 'revelation': 1, 'guerilla warfare': 1, 'haunted by the past': 1, 'asian american': 1, 'assassin': 1, 'teamwork': 1, 'mining town': 1, 'spyglass': 1, 'betrayal': 1, 'deception': 1, 'fugitive': 1, 'bartender': 1, 'interrogation': 1, 'prostitute': 1, 'dark past': 1, 'near death experience': 1, 'tent': 1, 'kicking in a door': 1, 'disarming someone': 1, 'husband wife relationship': 1, 'cowboy hat': 1, 'forest': 1, 'cabin in the woods': 1, 'black hero': 1, 'cemetery': 1, 'mansion': 1, 'tough guy': 1, 'action hero': 1, 'training': 1, 'bravery': 1, 'shot multiple times': 1}"
"{'official james bond series': 4, 'james bond character': 3, 'espionage': 3, 'spy': 3, 'mi6': 3, 'poison': 3, 'shooting': 3, '007': 2, 'secret agent': 2, 'm character': 2, 'action hero': 2, 'q character': 2, 'kidnapping': 2, 'female spy': 2, 'female agent': 2, 'shootout': 2, 'nightclub': 2, 'island': 2, 'cat': 2, 'scientist': 2, 'gun': 2, 'terrorist': 1, 'ernst stavro blofeld character': 1, 'scene before opening credits': 1, 'felix leiter character': 1, 'masked killer': 1, 'cia agent': 1, 'nanotechnology': 1, 'bioterrorism': 1, 'alcoholic mother': 1, 'undercover': 1, 'child with a gun': 1, 'younger version of character': 1, 'falling through ice': 1, 'rescue': 1, 'car chase': 1, 'chase': 1, 'russian scientist': 1, 'betrayal': 1, 'frenchwoman': 1, 'race against time': 1, 'assassin': 1, 'cemetery': 1, 'missile strike': 1, 'self sacrifice': 1, 'one eyed man': 1, 'gadget car': 1, 'santiago de cuba': 1, 'seaplane': 1, 'prisoner': 1}"
"{'cabin': 4, 'father daughter relationship': 4, 'child with two fathers': 4, 'gay couple raising a child': 7, 'knock at the door': 3, 'vacation gone wrong': 3, 'tsunami': 3, 'cabin in the woods': 3, 'home invasion': 3, 'adoptive parent adopted child relationship': 3, 'apocalyptic prophecy': 3, 'saving humankind': 3, 'gay male couple': 3, 'gun': 2, 'sacrifice': 2, 'disaster prediction': 2, 'little girl': 2, 'husband husband relationship': 2, 'grasshopper': 2, 'remote cabin': 2, 'gay': 2, 'gay couple': 2, 'gay cinema': 2, 'moral dilemma': 2, 'four horsemen of the apocalypse': 2, 'recurring visions': 2, 'race against time': 2, 'catching grasshoppers': 2, 'adopted girl': 2, 'end times prophecy': 2, 'end times': 2, 'vision comes true': 2, 'averting disaster': 2, 'adopted daughter': 2, 'adoption': 2, 'gay father': 2, 'gay adoption': 2, 'gay relationship': 2, 'gay parent': 2, 'gay interest': 2, 'homosexual couple': 3, 'prediction': 1, 'stranger danger': 1, 'stranger': 1, 'earth in jeopardy': 1, 'disaster film': 1, 'family relationships': 1, 'parent daughter relationship': 1, 'parent child relationship': 1, 'singing in a car': 1}"
"{'team action': 1, 'desert adventure': 1, 'epic action': 0, 'road trip adventure': 0, 'slapstick comedy': 0, 'two word title': 0, 'scene during opening credits': 0, 'surprise during end credits': 0, 'scene during end credits': 0, 'bloopers during credits': 0, 'black comedy': 0, 'wisecrack humor': 0, 'buddy comedy': 0, 'chinese': 0, 'american abroad': 0, 'subtitled scene': 0, 'bilingualism': 0, 'snorricam': 0, 'slow motion scene': 0, 'frenchman': 0, 'revenge': 0, 'evil man': 0, 'die hard scenario': 0, 'heist': 0, 'psychotronic film': 0, 'ex soldier': 0, 'mercenary': 0, 'special forces': 0, 'commando': 0, 'commando unit': 0, 'commando mission': 0, 'mission': 0, 'soldier': 0, 'army': 0, 'female soldier': 0, 'female mercenary': 0, 'professor': 0, 'engineer': 0, 'mother son relationship': 0, 'father daughter relationship': 0, 'brother brother relationship': 0, 'death of brother': 0, 'loss of brother': 0, 'corpse': 0, 'dead body': 0, 'evacuation': 0, 'oil': 0, 'oil refinery': 0, 'oil tanker': 0, 'ship': 0}"
"{'world war two': 10, 'conscientious objector': 8, 'soldier': 8, 'medic': 7, '1940s': 6, 'okinawa': 6, 'combat': 5, 'based on true story': 5, 'battle of okinawa': 4, 'bible': 4, 'mother son relationship': 4, 'father son relationship': 4, 'reference to god': 4, 'blood donation': 4, 'rifle': 4, 'pacifism': 6, 'nurse': 3, 'marriage': 3, 'male camaraderie': 3, 'throwing a knife': 3, 'religion': 3, 'church choir': 3, 'church': 3, 'reference to jesus christ': 3, 'leg wound': 3, 'beating': 3, 'shot in the back': 3, 'shot in the leg': 3, 'shot in the head': 3, 'hit with a brick': 3, 'tieing a rope': 3, 'basic training': 3, 'court martial': 3, 'world war one veteran': 3, 'graveyard': 3, 'drunkenness': 3, 'flash forward': 3, 'flashback': 3, 'documentary footage': 3, 'slow motion scene': 3, 'explosion': 3, 'flamethrower': 3, 'brother brother relationship': 3, 'blood': 3, 'embarrassing nudity': 5, 'male nudity': 4, 'seventh day adventist': 2, 'tombstone': 2, 'decapitation': 2, 'okinawa japan': 2}"
"{'sequel': 3, 'detective': 5, 'murder': 2, 'murder investigation': 2, 'egypt': 3, 'hercule poirot character': 4, 'belgian': 2, 'title same as book': 2, 'boat': 1, 'river': 1, 'passion': 1, 'whodunnit mystery': 1, 'investigation': 1, 'detective as protagonist': 1, 'investigator': 1, 'british actor plays a belgian character': 1, 'reference to william shakespeare': 1, 'shellal egypt': 1, 'knocking on a door': 1, 'blackmail': 1, ""reference to shakespeare's antony and cleopatra"": 1, 'murder mystery': 1, 'second part': 1, 'four word title': 1, 'location in title': 1, 'death in title': 1, 'directed by star': 1, 'remake': 0, 'ship': 0, 'secret': 0, 'escape': 0, 'boy': 0, 'girl': 0, 'destruction': 0, 'passenger': 0, 'pilot': 0, 'shock': 0, 'river adventure': 0, 'literature on screen': 0, 'british literature on screen': 0, 'european literature on screen': 0, 'crime literature on screen': 0, 'british crime literature on screen': 0, 'european crime literature on screen': 0, '20th century literature on screen': 0, '1930s literature on screen': 0, 'ensemble cast': 0, 'heiress': 0, 'honeymoon': 0, 'anachronistic soundtrack': 0}"
"{'father daughter relationship': 8, 'vacation': 7, 'coming of age': 5, 'hotel': 4, 'young father': 4, 'memory': 3, 'home video': 3, 'depression': 3, 'karaoke': 2, 'video camera': 2, 'repeated scene': 2, '1990s': 2, 'crying man': 2, '11 year old': 2, 'first kiss': 2, 'drunkenness': 2, 'mud bath': 2, '11 year old girl': 1, 'girl': 1, 'drink': 1, 'swimming pool': 1, 'bare chested male': 1, 'gay kiss': 1, 'lesbian': 1, 'pre teen': 1, 'despair': 1, 'arm cast': 1, 'playing pool': 1, 'little girl': 1, 'camcorder': 1, 'home movie': 1, 'childhood memory': 1, 'sunscreen': 1, 'macarena': 1, 'spitting on a mirror': 1, 'scottish': 1, 'bracelet': 1, ""father's birthday"": 1, 'postcard': 1, 'father daughter dance': 1, 'domestic drama': 1, 'boy': 1, 'turkey the country': 1, 'turkish rug': 1, 'tai chi': 1, 'written by director': 1, 'scotsman': 1, 'girl wears a swimsuit': 1, 'younger version of character': 0, 'kiss': 0}"
"{'dark comedy': 5, 'yacht': 4, 'vomiting': 4, 'male model': 6, 'stranded on an island': 3, 'survival': 3, 'jealousy': 3, 'social class': 5, 'social satire': 4, 'lifeboat': 2, 'class differences': 2, 'asian woman': 2, 'fashion show': 2, 'seasickness': 3, 'wealth': 3, 'wealthy couple': 3, 'luxury yacht': 3, 'inequality': 3, 'boyfriend girlfriend relationship': 3, 'luxury cruise': 2, 'food poisoning': 2, 'satire comedy': 1, 'ship captain': 1, 'explosion': 1, 'shipwreck': 1, 'cruise': 1, 'cruise ship': 1, 'cleaning lady': 1, 'pirate attack': 1, 'weapons manufacturer': 1, 'modern society': 1, 'equality': 1, 'criticism of modern life': 1, 'drunk': 1, 'fashion model': 1, 'catastrophic cruise': 1, 'man wears a swimsuit': 1, 'man wears a speedo swimsuit': 1, 'bare chested man': 1, 'man wears underwear': 1, 'hamburger and french fries': 1, 'man sits on a toilet': 1, 'hand grenade': 1, 'alpha male': 1, 'male models': 1, 'smooth chest': 1, 'reference to the bee gees': 1, 'nouveau riche': 1, 'wealthy businessman': 1, 'social inequality': 1}"
"{'gun': 2, 'shot in the eye': 2, 'suicide contemplation': 2, 'astronaut': 1, 'space adventure': 1, 'written by director': 1, 'dinosaur': 1, 'survival': 1, 'no opening credits': 1, 'father daughter relationship': 1, 'loss of daughter': 1, 'spaceship': 1, 'spacecraft': 1, 'film starts with text': 1, 'explosion': 1, 'creature': 1, 'creature feature': 1, 'berry': 1, 'profanity': 1, 'child swearing': 1, 'death of family': 1, 'loss of family': 1, 'orphan': 1, 'child in peril': 1, 'geyser': 1, 'animal attack': 1, 'animal killing': 1, 'giant animal': 1, 'stabbed in the eye': 1, 'swamp': 1, 'footprint': 1, 'skeleton': 1, 'maggot': 1, 'forest': 1, 'woods': 1, 'cave': 1, 'chase': 1, 'hologram': 1, 'asteroid': 1, 'meteor': 1, 'meteor shower': 1, 'race against time': 1, 'terminal illness': 1, 'sick child': 1, 'ill child': 1, 'blood on camera lens': 1, 'minimal cast': 1, 'corpse': 1, 'dead body': 1, 'earth viewed from space': 1}"
"{'1910s': 3, 'third part': 2, 'based on comic': 2, 'marvel comics': 2, 'icon comics': 2, 'spy': 1, 'sequel': 1, 'prequel': 1, 'world war one': 1, 'london england': 1, 'prologue': 1, 'scottish accent': 1, 'british army': 1, 'south africa': 1, 'goat': 1, 'reluctant hero': 1, 'anti war': 1, 'trench warfare': 1, 'german soldier': 1, 'grigori rasputin character': 1, 'gay': 1, 'closeted gay': 1, 'reference to gay sex': 1, 'assassination of archduke franz ferdinand of austria': 1, 'snow adventure': 1, 'ensemble cast': 0, 'based on comic book': 0, 'good versus evil': 0, 'megalomaniac': 0, 'world domination': 0, '1900s': 0, 'year 1902': 0, 'year 1914': 0, 'snow': 0, 'russian': 0, 'german': 0, 'austrian': 0, 'scotsman': 0, 'mustache': 0, 'beard': 0, 'duke': 0, 'king': 0, 'lieutenant': 0, 'general': 0, 'sergeant': 0, 'major': 0, 'british': 0, 'england': 0, 'military': 0, 'soldier': 0}"
"{'female voyeur': 4, 'couple having sex while watching another couple have sex': 3, 'voyeurism': 2, 'exhibitionism': 2, 'voyeur couple': 2, 'eye surgery': 2, 'art project': 2, 'voyeur': 2, 'erotica': 5, 'nude photography': 3, 'male rear nudity': 2, 'sex scene': 1, 'watching sex': 1, 'fashion photographer': 1, 'fashion model': 1, 'watching someone having sex': 1, 'erotic thriller': 1, 'binoculars': 1, 'womanizer': 1, 'photography exhibit': 1, 'release form': 1, 'double cross': 1, 'interracial sex': 1, 'male star appears nude': 1, 'cheating girlfriend': 1, 'man undresses for a woman': 1, 'big dick': 1, 'plot twist': 1, 'male full frontal nudity': 3, 'female full frontal nudity': 2, 'brief male frontal nudity': 1, 'open relationship': 1, 'premature ejaculation': 1, 'doggystyle sex': 1, 'woman in thong panties': 1, 'female nudity': 1, 'male nudity': 1, 'male frontal nudity': 1, 'six pack abs': 1, 'large breasts': 1, 'model': 0, 'young couple': 0, 'obsession': 0, 'watching through window': 0, 'sex with multiple partners': 0, 'casual sex': 0, 'exhibitionist': 0, 'female rear nudity': 0, 'halloween party': 0, 'female topless nudity': 0}"
